foerster,wolf,text
F0737,W649,"
Πάππω. (362)
1. Χαίρω σου γράμματα λαμβάνων οὐκ αὐτὸ τοῦτο μόνον,
ὅτι πρᾶγμα ἥδιστον γράμματα φίλου, ἀλλ’ ὅτι μοι καὶ σημεῖον
 γίγνεται τοῦ καθαρὰν εἶναι πολεμίων τὴν χώραν· τοσοῦτόν
ἐστιν Ἰουλιανὸς ἐλπιζόμενος· οἱ δὲ πρὶν ὁρώμενοι θρασυτέρους
ἐποίουν τοὺς ἐναντίους. 2. τῆς παρούσης δὲ ἀσφαλείας ἄξιος
ἀπολαύειν Πάππος ὁ καλός, ὅπως αὐτὸν μήποτε ἐπιλείποι τὸ
μειδιᾶν εἰωθὸς ἐπανθεῖν τῷ προσώπῳ. 3. Πέρσαι μὲν οὖν
 οὕτω πράξουσιν, ὡς εἰκὸς ἀνθρώπους θεοῖς πολεμοῦντας, οἳ
τὸ αὑτῶν ἕκαστος ὅπλα λαβόντες αὐτίκα αὐτοῖς συνεπιθήσονται καὶ διδάξ·ουσι φεύγειν. 4. ὁ δὲ υἱός σου βούλεται
γενέσθαι ῥήτωρ, καὶ τῆς ἐπιθυμίας οὐ χείρων ἡ φύσις· ἐπίσταται δὲ καὶ τὸ αἰδεῖσθαι. τοῦτο δὲ ὅστις οἶδε τῶν νέων,
 ἐφέλκεταί με καὶ πλέον ἑτέρου λαμβάνει. 5. γράφε δὴ πρὸς
ἐκεῖνον ἐμμένειν τοῖς τρόποις, καὶ πρὸς ἡμᾶς οὐδὲν ἄν σοι
παρακλήσεως δέοι.
"
F0738,W650,"
Δημητρίῳ. (362)
1. Οἶον ἔχων ἐν χεροῖν ἀγαθὸν οὐκ ἐχρώμην Εὐκαρπίωνα
γὰρ τὸν καλὸν πολλαὶ μὲν πολλάκις δεῦρ’ ἤγαγον ἀνάγκαι,
τὴν κεφαλὴν δὲ ἐγὼ νοσῶν καὶ δυνάμενος πάλαι διὰ τῆς
παρὰ τῷδε ῥαῖσαι τέχνης μικρὰ μὶν αὐτῷ διελέχθην, οὐ μὴν
μέχρι τοῦ καὶ ζητῆσαι βοήθειαν προῆλθον. 2. ταυτὶ μὶν τῆς
πρὶν εὐηθείας ἤ, εἰ βούλει γε, δυστυχίας· ἀλλὰ νῦν ἥκουσί
τε ἀκριβέστερον περὶ τοῦ πάθους καὶ τήν τε φύσιν ἥτις ἦν
ἐξεῦρε καὶ δι’ ὧν ἢ στήσεται τελέως ἢ κουφότερον ἀνιάσει
ἕφρασε σκεψάμενος. 3. καὶ πεῖρόν γε τῆς ἐπικουρίας εὐθὺς
ἐν προοιμίοις ἐλαμβάνομεν οὐκ ἀγεννῆ· ὡς δὲ ἐπῄνουν τε καὶ
ὡμολόγουν, γνώτω τοίνυν ἴφη καὶ Δημήτριος
σοφιστής. τοῦτο δὲ ἦν εἰδότος ὅτι τοσαύτην αὐτῷ χάριν,
ὅσηνπερ ὁ κάμνων, εἴσῃ. 4. σὺ δ’ ὁμοῦ τι τὴν χάριν ὁμολογεῖν
καὶ κινεῖν ἐπί τι σοφώτερον· οἷα γὰρ ἐν μεγάλῳ πολέμῳ καὶ
μῆκος ἔχοντι πολλῶν δεῖ τῶν ἐπιτεχνήσεων. βιβλίον οὖν
ποιησάτω σοῦ πείθοντος, ὅπως εἰς ἐκεῖνο βλέποντες οὕτως
ἄγωμεν τὸ σῶμα πειθόμενοι τῷ νόμῳ.
"
F0739,W651,"
Ἀνατολίῳ. (362)
1. Ὑμῖν μὲν εἵη καλλιερεῖσθαι καὶ τυγχάνειν τῶν θεῶν,
τοῦ τε τῶν Μουσῶν ἡγεμόνος καὶ τοῦ τὸ ὄρος λαχόντος, λέ γεται γὰρ δὴ βασιλεὺς ἀναβήσεσθαι κἀκεῖσε τὴν χαλεπὴν ὁδὸν
ῥᾳδίαν ἡγούμενος, εἰ προξενοίη βωμόν· ἐμὲ δὲ ἔδει μὲν κοινωνεῖν καὶ ὁδοῦ καὶ εὐχῶν καὶ ἱερῶν καὶ βλέπειν εἰς τὸ τοῦ
βασιλέως γένειον, ᾧ κοσμεῖ τὴν πορφύραν, τῇ Τύχῃ δὲ οὐ
ταῦτα ἔδοξεν, ἀλλά με πληγὴν οἴαν οὐ πρότερον ἔπληξε.
 2. καὶ διῆλθον ἂν περὶ αὐτῆς, εἰ μὴ τὸν ἄμεινον τῆς ἐπιστολῆς ἐροῦντα τὸν χρηστὸν εἶχες Ὀλύμπιον, ὃς καὶ παρῆν ἡμῖν
καὶ συνεδάκρυε καὶ χεῖρα ὤρεγε καὶ πάντα οἶδεν. 3. οὗτος δέ
ἐστιν ἐκεῖνος, ὃν ἐπαινοῦντος ἐμοῦ ἐγγράφειν ἕτοιμος εἰς τοὺς
φίλους ἦσθα, καὶ προσάγειν τὸν ἄνδρα ἐκέλευσας. καὶ ταῦτα
 οἶδε καὶ ἡ ἄμπελος, ὑφ’ ἣν περιπατοῦντες ἐποιούμεθα τοὺς
λόγους ἔχοντες παρ’ αὐτῆς ὁπόσον ἄν τις ἐξ ὀροφῆς. 4. ὁ μὲν
οὖν Ὀλύμπιος ἐνέκειτό μοι βοῶν εἰσάγειν αὑτόν, ἐγὼ δὲ ὑπὸ
κακῶν μυρίων εἰργόμην. ἐπεὶ δὲ οὐ φέρει τὴν ζημίαν ἀκούων,
ὡς ὁ μικρά σοι συγγενόμενος ἀπέρχεται φρονιμώτερος, τὸν
 δεύτερον ἐζήτησε πλοῦν, γράμματα ἐμὰ ἀντ’ ἐμοῦ, καὶ οὐκ
ἔμελλον δήπου μὴ δώσειν. 5. σὸν δ’ ἂν εἴη τὸν δεύτερον αὐτῷ
τοῦ κρείττονος μὴ χείρω καταστῆσαι πλοῦν, ὅπως οὗτός τε
χαίροι καὶ τὰ γράμματά μου τιμῷτο.
"
F0740,W652,"
Ἰουλιανῷ . (362)
1. Κατήγαγεν ἡμᾶς εἰς τὴν τιμὴν ὁ χρηστὸς Σαλούτιος,
ἦς ἐτύγχανεν ἐξεληλακὼς ὁ σκαιὸς Ἐλπίδιος· ἃ γὰρ ἐκεῖνος
ὑβρίζων ἀφείλετο, ταῦθ’ οὗτος παύων τὴν ὕβριν ὕβριν
2. τὸ μὲν οὖν ἥμισυ τῆς τροφῆς ἐνταῦθα φέρομεν. θάτερον
δὲ ἐκ Φοινίκης ἐκέλευσεν ἔχειν ἐνθυμηθείς, Οἶμαι, τοῦθ’ ὅτι
σοῦ τῆς Φοινίκης ἄρχοντος καλῶς μοι τὸ πρᾶγμα κείσεται.
3. βεβαίωσον τοίνυν τῷ φίλω τὰς ἐλπίδας.
"
F0741,W653,"
Ἀταρβίῳ. (362)
1. Ἔμελλον αἰτιάσεσθαί σου τὴν πρὸς ἐμὲ σιωπήν ἔπειτ᾿
ἐνεθυμήθην ὅτι ταῖς αὐταῖς αἰτίαις καὶ ἐμαυτὸν αἱρήσω.
κοινὸν γὰρ ἀμφοῖν οἶμαι τὸ τῆς σιγῆς· ἣν ἐποίησι δήπου
μακρὰν τὸ μὴ γράψαι μὲν εὐθύς, αἰσχυνθῆναι δὲ ὕστερον
τῷ μὴ πρὶν ἐπεσταλκέναι. 2. πάσχομεν δέ τι τοιοῦτον καἰ ἐπὶ
τῶν ἀρρωστούντων· εἰ μὴ ἀρχὰς εἰσέλθοιμεν αὐτούς,
ἑτέρας προστίθεμεν ἡμέρας, εἶτ᾿ ἄλλας. εἶτ᾿ ἀναστὰς ὁ κάμνων
ἔφθη πρὶν παρ’ ἡμῶν τὸ εἰκὸς γενέσθαι. καὶ νῦν δὴ κακῷ
τὸ κακόν φασι, τῷ μὴ γράφειν τὸ μὴ γεγραφέναι. 3. ἀλλ’ εὖ
ποιῶν Πατρώινος μῆκος ἀτοπίας ἔστησεν ἀνάγκην περιθεὶς
 γραμμάτων. ὁ δὲ Πατρώινος οὗτος ὅτι μὲν καὶ γένους ἕνεκα
καὶ τῆς ἄλλης τάξεως ἐν πρώτοις ἐστὶ τῶν τῆς σῆς ἀρχῆς
ἀπολαυόντων, αὐτὸς ἂν πρὸς ἄλλους εἴποις· ἀλλ’ ἐμός γε
ἑταῖρος ἐκ παιδός, ὡς οὐχ ἕτερος, καὶ συμφοιτητὴς ἀδελφῶν
ἀμείνων, χαίρων τε, ὁπότε τι τέκοιμι γενναῖον, καὶ πρόθυμον
 ὄντα ἐπαινῶν καί που καὶ ναρκῶντα ἐπεγείρων. 4. οἶδα δὲ
αὐτὸν καὶ σωφροσύνης ἐγκώμια πρός με διεξελθόντα καὶ περὶ
τῶν ἡδοναῖς δουλευόντων κατηγορίας ἀποτείναντα. καὶ πολλὴν
δὴ γῆν ἐπελθὼν ἐγὼ τὸν ἄνδρα τῆς μνήμης οὐδεπώποτε
ἐξέβαλον, ἔχων δὲ τὴν πατρίδα καὶ τοὺς οἰκείους οὔπω πάντα
 ἔχειν ἡγούμην τὰ ποθούμενα Πατρώινον οὐχ ὁρῶν. 5. καὶ
ἐκάλουν δὴ δι’ ἐπιστολῶν, ἐξ οὗπερ ἦλθον. ὁ δὲ καὶ αὐτὸς
ἐπεθύμει μὲν ἐλθεῖν, ἐμποδισμάτων δὲ ἄλλοτε ἄλλων εἰργόντων τὸν μὲν ἔμπροσθεν χρόνον οὐχ ἧκε, βιαιοτέρῳ δὲ χρησάμενος τῷ ἔρωτι δρόμον ἔδραμε βραδέως ὀφειλόμενόν μοι πάλαι.
 6. τοῦτο δὲ αὐτῶ θορύβους τινὰς ἐνήνοχεν ὡς ἂν ἠμεληκότι
μὲν τῶν τῆς πατρίδος κοινῶν, δόντι οἱ αὐτόν τρυφῇ προσελθὼν δή μοι περίφοβος ἔλεγέ τε ὡς ὀργίζοιο, καὶ ἐδεῖτο
βοηθεῖν. 7. ἐγὼ δὲ ὑπεσχόμην τήν τι σὴν φύσιν εἰδὼς καἰ
τὴν πρὸς ἐμαυτὸν φιλία ἐμοί τε γὰρ ἂν χαρίζοιο κοὶ συγγνώμην ἆν δοίης ῥᾷον ἢ λάβοις δίκηι. ὑφ’ οὐ δὴ καὶ περὶ
τὸν Εὐφράτην ὑπὸ τῶν ἀρχομένων ἐδέθης καὶ πρότερον
εἰς γῆρας ὄψει τοὺς υἰεῖς ἥκοντας ἢ τῆς ἀρχῆς ἀπεαλλάξῃ.
τοιούτοις φαρμάκοις ἐγοήτευσας τὰς πόλεις καὶ οὐ τοὺς οἰκήτοράς γε μόνον, ἀλλὰ καὶ στρατηγοὺς καὶ ταξιάρχους καἰ
στρατιώτας καὶ τοὺς ἐν ὅτῳ δήποτε σχήματι παρ’ ὑμᾶς πο
ρευομἐνους. 8. ἐγὼ μὲν οὖν ταῦτα ἐλπίζω καὶ ταῦτα ἐπηγγειλάμην, ὡς πρᾷος ἴσῃ, σὺ δέ μοι μάρτυς γενοῦ καὶ τῷ λῆξαι
τῆς ὀργῆς πρόσθες τὸ καὶ προνοίας τὸν ἔ μείζονος ἢ
πρότερον ἀξιοῦν.
"
F0742,W654,"
Κέλσῳ. (362)
1 Ὅτ᾿ ἐν Νικομηδείᾳ τῆς εὐδαιμονίας ἐκείνης ἀπηλαύομεν
οὐ πλουτοῦντες μᾶλλον ἑτέρων, ἀλλὰ σχολὴν ἄγοντες εἰς λόγους,
Βιθυνῶν ἦρχε Πομπηιανὸς ὁ χρηστός, ὁ δίκαιος, ὁ πενίαν
οὐδαμοῦ δυσχεράνας. ὁ λόγους τοὺς μὲν γνησίους τιμῶν, τοὺς
δ’ οὐ τοιούτους ἐλέγχων· πάντως δὲ οὐκ ἀμνημονεῖς ὡς τὸν
Ἀθήνηθεν, τὸν ἐσθήμασι λαμπρὸν ἐκωμῴδησεν ἄκοντα ἐμ βαλών, οὗ δείξειν τὴν ἀσθένειαν ἔμελλεν. 2. ἀπὸ δὴ τῶν
χρόνων ἐκείνων εὐεργέτην τε τὸν ἄνδρα ἐγραψάμην καὶ οὐδὲν
οὕτως ἐπιτάξει χαλεπόν, ὃ μὴ ποιῶν οὐκ ἂν ἡγοίμην ἀδικεῖν.
τὸ δὲ δὴ νῦν καὶ μάλα ῥᾷστον· κελεύει γάρ με δι’ ἐπιστολῆς
δεηθῆναί σου γυναικῶν τινων ἐπιμεληθῆναι δύο, Φιλοπάτρα
 ὄνομα θατέρᾳ, τῇ δὲ ‘Eρμογἐνεια. 3. ἐγὼ δὲ οὐκ ἠρόμην,
ἐφ’ ὁποῖα δὴ χρῄζουσι τῆς βοηθείας, ὅπως πρὸς τὴν φύσιν
τῶν πραγμάτων ἢ γράψω ἢ μή, ἀλλ’ ‘ὲν ἐκεῖνο πεπεικὼς
ἐμαυτόν, ὡς οὐκ ἂν Πομπηιανὸς γυναιξὶν ἐπὶ νόμους ἤμυνε,
δίδωμι τὴν ἐπιστολὴν εὐθέως. 4. σὺ δ’ οἷς ποιεῖς εὔφραινε
 τὸν ἄνδρα ἐκεῖνον, ὅς μοι πολλάκις ἠγωνοθέτησεν
"
F0743,W655,"
Τῷ αὐτῷ. (362)
1. Πάνδωρος οὑτοσὶ Κιλίκων ἐστὶν εἰς μὲν χρημάτων λόγον
ἔσχατος, εἰς δὲ λόγων ἐπιθυμίαν πρῶτος. οἶδε γὰρ ὀρθῶς
ὅτι τοῖς ἐκείνων ἀποροῦσι τούσδε κτητέον, οἳ κἀκεῖνα δῦναν
τᾶι φέρειν. 2. δεινὸς δὲ ὢν ῥητορικῆς θηρατὴς οὐκ ἐσχίσθη
τὴν διάνοιαν εἰς ὁδοὺς μυρίας, ἀλλ’ ἀφεὶς ἑτέροις τὰ ποικίλα
ταύτην ἐδίωξεν ἱκανῶς καὶ τὰ μὶν αὐτῆς ἔχει τῶν δέ ἵν
οὐ πόρρω. 3. νῦν οὖν ἥκει τήν τε πατρίδα ὀψόμενος τὴν
μικρὰν καὶ τῷ πατρὶ συνεσόμενος καὶ σοὶ φανησόμενος διξαὶ
δὴ τὸν νέον εὐμενῶς καὶ μετάδος ὧν τοῖς τηλικούτοις πρέπει·
κἂν ἄρα τι καὶ δεῖξαι τῶν αὑτοῦ βουληθῇ, καὶ ὦτα πάρασχε
καὶ λεῖρα ὄρεξον.
"
F0744,W656,"
Δημητρίῳ. (362)
1. Ὅτι μὲν τῶν μάλιστα συνηδομένων ἴσῃ, καλῶς ἠπιστάμὴν, ἐπεὶ κἀκεῖνο ἠπιστάμην, ὅτι μετὰ τῶν μάλιστα φιλούντων τυγχάνεις ὤν. 2. μὴ μέντοι νόμιζε τὴν ἀπὸ τῶν ωῦν
ἐπαινούντων ἡδονὴν μείζω τῆς ἀπὸ τῶν σῶν ἐπαίνων πάλαι
μοι γιγνομένης. ὃν γὰρ ἡγοῦμαι τῶν νῦν λεγόντων ἄριστον,
τούτῳ λέγειν ἄριστα δοκῶν εὐφραίνομαι πλέον ἢ εἰ πάντες
ἄνθρωποι πάντα ποιοῖεν λέγοντες. 3. ἀλλὰ πᾶσαν ταύτην
ἀμβλύνει τὴν εὐθυμίαν τὸ τῆς κεφαλῆς κακόν. πρὸς τὰ
πρῶτα μὲν ἐπολέμησεν Εὐκαρπίων φαρμάκοις καὶ τῆς ὑπερβολῆς ἀφεῖλε, δείσας δὲ μὴ πάλιν εἰς ταὐτὸν ἀφίκηται, μετὰ
σιδήρου πεποίηται τὴν μάχην. 4. εἰ μὶν οὖν τι γένοιτο χρηστόν, Εὐκαρπίωνι τοῦτο λογίζου· τὸ δεινὸν δὲ εἰ κρατοίη,
παρ’ ἐμοὶ ζητεῖν τὴν αἰτίαν, ὡς οὐκ ἤνεγκα πᾶν ὅσον ἤθελεν
ἡ τέχνη. 5. λόγους δὲ εἰ μὲν αὖθις ποιήσομεν, οὐκ οἶδα· τὸν
δὲ πρῴην ῥηθέντα πέπομφά σοι, τοὺς γὰρ ἔτι πρότερον εὑρεῖν
 οὐκ εἶχον. ὁ γάρ τοι τῶν παίδων ἐπὶ ταῦτα τεταγμένος χρυσοχόον ἐδίωκεν ἀποδεδρακότα πολλὰ πολλῶν ἔχοντα.
"
F0745,W657,"
Ἐκδικίῳ. (362)
1. Ἀνδρὸς φίλου παῖδες διὰ φίλου παρὰ φίλον ἥκουσιν
 οἷς εὐθὺς μὲν ἥσθην διὰ τὸν πατέρα, χρόνου δὲ προἰόντος
καὶ διὰ τὰς φύσεις. 2. ἐπαινῶ δὲ τοῦ πρεσβυτέρου τὸ βραδέως
τε ἤκειν ἡμῖν καὶ ὅτι σε φιλεῖ μέν, μέμφεται δὲ μὴ πάι·..
ταῦτα βεβουλευμένον. ὁ γὰρ ἐν ζημίᾳ τιθέμενος τὸν προïέμενον χρόνον δῆλός ἐστιν ὡς τῷ γε μέλλοντι χρήσεται. 3. πέ πρακται δέ τι κἀν τούτῳ τῷ μικρῷ χρόνῳ τάχα μεῖζον τοῦ
χρόνου. καὶ περὶ τούτου πίστευε μὲν ἐμοί, πίστευε δὲ τῷ
πρεσβύτῃ. καὶ γὰρ ἐπιμελεῖται τούτων οὐχ ἧττον ἢ τῶν ἐγγόνων καὶ λόγων κριτὴς ἀγαθός, ἐπεὶ καὶ ποιητής, φίλῳ δὲ
οὐκ ἂν χαριζόμενος ἐξαπατήσαι φίλον.
"
F0746,W658,"
1. Εἰ συμφοράν τισιν ὴόη λυσιτελῆσοί τις ἴφησι, τι θαυμαστὸν καὶ χάριν ει·ς βλάβην τελευτῆσαί τῳ: Οιόφιλος τοίνυν
τῶν τυχόντων μέν ἐστι χάριτος, μεμφομίlιὤ 6i τὴν χάριν
ἐκ γὰρ ὧν κατέπραττεν ἃ πρῴην ἠβούλετο κίνδυνος αὐτῶ
μείζων ἐξέφυ. 2. κοὶ νῦν ἴδραμεὶι ng Κιλικίαν ἱστόν τινά
Πηνελόπης ἀναλύσων. δεῖ δὲ αὐτῷ τῶν σῶν πρὸς τὸν ἱστὸν
yitQmv πολὺ γὰρ οὗτος ἐκείνου χαλεπώτερὀ͂ ἀναλῦσαι. 3. μιμεῖται δὲ ὁμοῦ μὲν τὴν Πηνελόπην, ὁμοῦ δὲ τῆς ΠηνΠόπης
τὸν ἄνδρα. πικρὰ μὲν γὰρ αὐτῷ καὶ τἀκιἱ καὶ τὰ ΠΑι.
ἀνάγκης δὲ οὔσης ἀνασχέσθαι θάτερα τῇ Σκύuῃ συμπλimαι
μᾶλλον ἢ τὸ σκάφος ἐπὶ τὴν Χάρυβδιν ἄγει.
"
F0747,W669 (= 1182),"
Βηὶαίῳ. (362)
1. Ἤδη λόγος ὡς ἡμᾶς ὰφι-κmι τῆς σῆς ἀρχῆς ἄξιος τῶιλόγων ὧν πρὸ τῆς ἀρχῆς εἰργάζου. τοῦτο δ’ ἐστὶ μετὰ τοῦ
πράττοντος ἅπαν τὸ τῶν σοφιστῶν γένος εὺδοmμ.ι-ν, ὡς οὐκ
ἄρα ἐν ῥήμασι τὰ ἡμέτερα μόνον, ἀλλὰ κἂν εἰς ἔργα τις ἄγῃ
κἀνταῦθα οὐ κακοὺς εὑρήσει. 2. χώρει δὴ τὴν αὐτὴν ὁδὸν
καὶ ποίει τὰς μὲν πόλεις εὐδαίμονας, ἡμᾶς δὲ ἡδίους, καὶ πᾶσι
μὲν βεβαίου τοὺς νόμους, τοὺς δὲ τῶν φίλων συγγενεῖς ἡμε ρώτερον ὅρα. 3. φίλος δὲ σοὶ Γαυδέντιος ὁ ῥήτωρ ὥσπερ
ἐμοί, καὶ οὐκ ἂν αἰσχύνοιο κηρύττων ὅτι τοῦτον μέντοι τὸν
ἄνδρα τιμᾷς ταῖς εἰς τὸ τούτου γένος εὐεργεσίαις. μάλιστα
μὲν γάρ, εἰ καὶ παρὰ τῶν ἔμπροσθεν ἐτύγχανον ἠμελημένοι,
νῦν γε δικαίως ἂν βελτίονος ἐγεύοντο τῆς τύχης· ὑπάρχει
 δὲ αὐτοῖς πάλαι τῶν ἀρχόντων ἀπολελαυκέναι καὶ ὅσοι τὰ
ὅπλα καταθέμενοι πρὸς τὸν θρόνον ἧκον. τοσοῦτόν ἐστι Γαυδέντιος καὶ οἱ τούτου τρόποι. 4. δεῖ δὴ νῦν Λεόντιόν
τε καὶ Δορυμένην τυχεῖν, ὅπως καὶ ταύτῃ νικῶν τοὺς πρότιρον φανείης.
"
F0748,W660,"
 Μάγνῳ. (362)
1. Ὑβρίσας οὐκ ἔλαθες, ὦ φίλε Μάγνε, καίτοι γε ἤλπισας·
ᾤου γὰρ δεινὸς ὢν εἰς ἀνόητον τοῦτο ποιεῖν, ἐγὼ δὲ τὰ μὲν
ἄλλα γνώμην βραδύς, τοῦτο δὲ οὐ διέφυγεν. ἀλλ’ ἔκλεισας
 μὲν τὸ βαλανεῖον εὖ ποιῶν, ἐμὲ δὲ αὐτῷ χρῆσθαι κελεύσας
αὐτὸς κατὰ χρείαν τροφῆς ἔφασκες οἴκαδε τρέχειν. 2. σὺ δ’
οὐκ ἄρα ἐδέου τῆς οἰκίας οὐδὲ σιτίων, ἀλλ’ ὅπως μήτ’ ἀνοίξαις παρὼν μήτ’ ἐῶν κεκλεῖσθαι λυποίης, ἐπενόησας τρίτοι
ἐν ᾧ πλέον ἐλύπησας, τὴν φυγήν. ὁ· ἢν γάρ, οἶμαι μᾶλλον
ἐμμελὲς πείσαντα ἀπαγαγεῖν ἢ πέμψαντα πρὸς τὰς θύρας εἰς
στρατιωτῶν ἀπαιδευσίαν ἐμβαλεῖν. ει γὰρ τοῦτο ἦν ἀστείῳ
συμφέρον, οὐκ ἂν ὑπὸ σοῦ μὲν ἐτηρεῖτο, ὑπ᾿ ἐμοῦ δὲ ἐκινεῖτο.
ἀλλ’ ἐπεθύμεις, ὡς ἔοικεν, ὑβρίσαι 4. ἐγὼ μὲν οὖν λέλουμαι
καὶ μικρὸν ἀντὶ μείζονος ἤρκεσέ μοι· σὺ δ’ εἰ χλευάζειν ἐπιθυμεῖς, τοὺς μὲν ἄλλους ἴα χαλεποὶ γάρ, ἐξ ἐμοῦ δὲ χαρίζου
τῷ πάθει τοῦ καὶ πληγὴν ἂν ἐνεγκόντος πρᾴως.
"
F0749,W661,"
Λεοντίῳ. (362)
1. Τὰ μὲν πρῶτα γράμματα παράκλησις ἦν γενέσθαι σε
δίκαιον εἰς τὸν παῖδα τοῦ διδασκάλου, τὰ οἱ νῦν ἔπαινός τι
ὧν ἐποίησας καὶ πάλιν παράκλησις τοῦ τοῖς αὐτοῖς ἐμμένειν.
3. ὁ γάρ τοι Γαυδέντιος ἦλθεν ὡς ἐμὲ μηνύων τῷ προσώπῳ
τὴν ἡδονήν. ἡσθεὶς οὖν, ὅτι ἦν φαιδρός, ἠρόμην, ὅθεν εἴη
τοιοῦτος· ὁ δὲ μαθητῶν ἔφησεν εἰς ἐμὲ δικαιότατος
Λεόντιος, καὶ διῆλθε τὴν εἰς τὸν παῖδα τιμὴν καὶ ὡς διπλῆ
κερδαίνοι λέγειν τε μελετῶν καὶ λαμβάνων. 3. ταῦτα εἰπὼν ὁ
γέρων καὶ τὴν χεῖρα ἄρας πρὸς τοὺς θεοὺς εὔξατό σοι παρ’
ἐκείνων τά τε ἄλλα καὶ τὴν ἀρχὴν ὀρθοῦσθαι. ἴν’ οὖν ἐκεῖνος
ἀεὶ ταῦτα αἰτῇ, καὶ σὺ βάλλ’ οὕτως καὶ κτῶ δόξαν τῇ περὶ
πάντα ἀρετῇ.
"
F0750,W662,"
Ἀταρβίῳ. (362)
1. Ἀγροίκιος καὶ Εὐσεβίος τῶν ἐμοὶ πεπλησιακότων ἐστόν·
γενομένω δὲ τὼ νεανίσκω ῥήτορε γενναίω τιμῶνται μὲν ὑπ
 ἐμοῦ, τιμῶνται δὲ ὑπὸ τῶν δεξιωτέρων, ὥστε καὶ τοῖς οἰκείοις
αὐτοῖν, εἰ ταράττοιντο, συμβαίνει τῶν βοηθησόντων εὐπορεῖν.
2. Ἀλέξανδρος τοίνυν οὗτος οὐκ ἔμελλεν ὑπ’ ἐμοῦ περιοφθὴσεσθαι συνοικῶν ἐκείνοιν ἀδελφῇ· δῆλον γὰρ ἦν ὡς τῆς μὲν
τούτου συμφορᾶς ἡ γυνὴ κοινωνήσει, τῆς δὲ ἐκείνης οὗτοι,
 τῆς δὲ τούτων λύπης ἐγώ. 3. σὸν τοίνυν, ὦ ἄριστε, δι’ ἑνὸς
τοῦ πρώτου φείσασθαι τοσούτων, τοῦ Γε τελευταίου καὶ φίλου. καὶ μή με οἴου καθαρὸν αἰτίας ἡγεῖσθαι τὸν Ἀλέξανδρον
εἶναι, καίτοι φησὶ καὶ κελεύει τῶν ἐσχάτων αὑτῷ τιμᾶν, εἴ τις
ἐξελέγξειεν. 4. ἐγὼ τοίνυν ὁ ἐλέγχων εὑρέθην αὐτὸν τὸν φεύ γοντα μάρτυρα καθ’ αὑτοῦ λαβών. ὡς γὰρ ἐν τῷ λόγῳ σῆς
ὀργῆς ἐμνήσθη, τοῦτ’ ἔφην ὁμολογίαν εἶναι τῆς ἁμαρτίας
ἐκείνου· σοῦ μὲν γὰρ οὐδεπώποτε τοῦτο ἅψασθαι τὸ νόσημα,
τὸν δ’ ἴσως τι ῥᾳθυμήσαντα περιστῆσαί σοι τοῦ μέμφεσθαί
τι τῶν ἐκείνῳ πεπραγμένων ἀνάγκην. 5. ἤδη τοίνυν Ἀλεξάν δρου κατεψηφισμένος Ἀταρβίου δέομαι τοῦ καλοῦ γνώμην
τοιαύτην λαβεῖν, ἣ τῶν παρόντων Ἀλέξανδρον ἀπαλλάξει φόβῶν. ὥστε καὶ ἐμοῖς ἐμοῖς πολίταις ἐγγενέσθαι μαθεῖν ὡς οὐ
μάτην Ἄγκυραν ἐμαυτοῦ πατρί καλῶ πάντων ἐφεξῆς παρὰ
τῶν ἐκείνης οἰκητόρων τυγχάνων.
"
F0751,W663,"
Δημητρίῳ (362)
1. Ἀπείληφας ὃν ἐζήτεις, ζητῶ δὲ ὃν εἶχον ἐγώ. σὲ μὶν
οὖν καὶ μὴ παρὼν Εὐκαρπίων σὸς ὢν παρεμυθεῖτο, παρεῖχε
γὰρ ἐλπίζειν· ἐμὲ δὲ ἀπάραντος οὐκ ἔστιν ὃς πείσει θαρρεῖν.
2. ἀλλ’ οὐ πάντα γε ζημιοῦμαι διεστηκότος, ἀλλ’ ὅσον εἰς τοὐμὸν σῶμα βλάπτομαι, τοσοῦτον ἐν τῷ σῷ κερδαίνω.
"
F0752,W664,"
Ἀκακίῳ (362)
1. Ὅταν τῷ Μικκάλῳ συνδειπνῇς, μὴ παραναλώσῃς τὸν
τοῦ δείπνου χρόνον εἰς σκώμματα κοὶ τὸν ἀπὸ τούτων γέλωτα,
ἀλλὰ γενέσθω τοῦ πῶς δεῖ ἄρχειν διδαχή. καὶ σὺ μὶν παίδευε,
μανθανέτω δὲ ἐκεῖνος. μισθὸς δὲ ἔσται σοι τὸ τὸν Μίκκαλον
εὐδοκιμεῖν. 2. οὗτος μὲν οὖν ἐν Θρᾴκη δείξει τὸν διδάσκαλον
καλῶς, σὺ δέ μοι γνώμης τῆς αὐτῆς ἔχου κατὰ τὸν Ξανθίππου παῖδα πρὸς τὴν οἰκίαν τοῦ Μαξίμου. καὶ πολλὰ ἂν
εἶπον εἰς παράκλησιν, εἰ μὴ βέλτιον ᾔδειν τοῦτο ποιήσοντα
Μίκκαλον τοῦ γράφοντος ἐν ἐπιστολῇ.
"
